Country;Year;Series;Value
Cyprus;1985;GDP real rates of growth (percent);4.7
Cyprus;1995;GDP real rates of growth (percent);9.9
Cyprus;2005;GDP real rates of growth (percent);4.9
Cyprus;2010;GDP real rates of growth (percent);1.3
Cyprus;2015;GDP real rates of growth (percent);2.0
Cyprus;2016;GDP real rates of growth (percent);4.8
Cyprus;2017;GDP real rates of growth (percent);4.2
Czechia;1995;GDP in current prices (millions of US dollars);59,774
Czechia;2005;GDP in current prices (millions of US dollars);136,281
Czechia;2010;GDP in current prices (millions of US dollars);207,478
Czechia;2015;GDP in current prices (millions of US dollars);186,830
Czechia;2016;GDP in current prices (millions of US dollars);195,090
Czechia;2017;GDP in current prices (millions of US dollars);215,825
Czechia;1995;GDP per capita (US dollars);5,771
Czechia;2005;GDP per capita (US dollars);13,285
Czechia;2010;GDP per capita (US dollars);19,692
Czechia;2015;GDP per capita (US dollars);17,619
Czechia;2016;GDP per capita (US dollars);18,386
Czechia;2017;GDP per capita (US dollars);20,326
Czechia;1995;GDP in constant 2010 prices (millions of US dollars);139,036
Czechia;2005;GDP in constant 2010 prices (millions of US dollars);183,918
Czechia;2010;GDP in constant 2010 prices (millions of US dollars);207,478
Czechia;2015;GDP in constant 2010 prices (millions of US dollars);225,493
Czechia;2016;GDP in constant 2010 prices (millions of US dollars);231,018
Czechia;2017;GDP in constant 2010 prices (millions of US dollars);240,919
Czechia;1995;GDP real rates of growth (percent);6.2
Czechia;2005;GDP real rates of growth (percent);6.5
Czechia;2010;GDP real rates of growth (percent);2.3
Czechia;2015;GDP real rates of growth (percent);5.3
Czechia;2016;GDP real rates of growth (percent);2.5
Czechia;2017;GDP real rates of growth (percent);4.3
Dem. People's Rep. Korea;1985;GDP in current prices (millions of US dollars);12,075
Dem. People's Rep. Korea;1995;GDP in current prices (millions of US dollars);4,849
Dem. People's Rep. Korea;2005;GDP in current prices (millions of US dollars);13,031
Dem. People's Rep. Korea;2010;GDP in current prices (millions of US dollars);13,945
Dem. People's Rep. Korea;2015;GDP in current prices (millions of US dollars);16,283
Dem. People's Rep. Korea;2016;GDP in current prices (millions of US dollars);16,789
Dem. People's Rep. Korea;2017;GDP in current prices (millions of US dollars);17,365
Dem. People's Rep. Korea;1985;GDP per capita (US dollars);722
Dem. People's Rep. Korea;1995;GDP per capita (US dollars);222
Dem. People's Rep. Korea;2005;GDP per capita (US dollars);548
Dem. People's Rep. Korea;2010;GDP per capita (US dollars);570
Dem. People's Rep. Korea;2015;GDP per capita (US dollars);648
Dem. People's Rep. Korea;2016;GDP per capita (US dollars);665
Dem. People's Rep. Korea;2017;GDP per capita (US dollars);685
Dem. People's Rep. Korea;1985;GDP in constant 2010 prices (millions of US dollars);16,158
Dem. People's Rep. Korea;1995;GDP in constant 2010 prices (millions of US dollars);12,982
Dem. People's Rep. Korea;2005;GDP in constant 2010 prices (millions of US dollars);14,023
Dem. People's Rep. Korea;2010;GDP in constant 2010 prices (millions of US dollars);13,945
Dem. People's Rep. Korea;2015;GDP in constant 2010 prices (millions of US dollars);14,377
Dem. People's Rep. Korea;2016;GDP in constant 2010 prices (millions of US dollars);14,933
Dem. People's Rep. Korea;2017;GDP in constant 2010 prices (millions of US dollars);14,413
Dem. People's Rep. Korea;1985;GDP real rates of growth (percent);3.7
Dem. People's Rep. Korea;1995;GDP real rates of growth (percent);-4.4
Dem. People's Rep. Korea;2005;GDP real rates of growth (percent);3.8
Dem. People's Rep. Korea;2010;GDP real rates of growth (percent);-0.5
Dem. People's Rep. Korea;2015;GDP real rates of growth (percent);-1.1
Dem. People's Rep. Korea;2016;GDP real rates of growth (percent);3.9
Dem. People's Rep. Korea;2017;GDP real rates of growth (percent);-3.5
Dem. Rep. of the Congo;1985;GDP in current prices (millions of US dollars);7,524
Dem. Rep. of the Congo;1995;GDP in current prices (millions of US dollars);8,947
Dem. Rep. of the Congo;2005;GDP in current prices (millions of US dollars);11,965
Dem. Rep. of the Congo;2010;GDP in current prices (millions of US dollars);21,566
Dem. Rep. of the Congo;2015;GDP in current prices (millions of US dollars);37,918
Dem. Rep. of the Congo;2016;GDP in current prices (millions of US dollars);40,338
Dem. Rep. of the Congo;2017;GDP in current prices (millions of US dollars);37,642
Dem. Rep. of the Congo;1985;GDP per capita (US dollars);252
Dem. Rep. of the Congo;1995;GDP per capita (US dollars);215
Dem. Rep. of the Congo;2005;GDP per capita (US dollars);219
Dem. Rep. of the Congo;2010;GDP per capita (US dollars);334
Dem. Rep. of the Congo;2015;GDP per capita (US dollars);498
Dem. Rep. of the Congo;2016;GDP per capita (US dollars);512
Dem. Rep. of the Congo;2017;GDP per capita (US dollars);463
Dem. Rep. of the Congo;1985;GDP in constant 2010 prices (millions of US dollars);24,387
Dem. Rep. of the Congo;1995;GDP in constant 2010 prices (millions of US dollars);16,680
Dem. Rep. of the Congo;2005;GDP in constant 2010 prices (millions of US dollars);16,467
Dem. Rep. of the Congo;2010;GDP in constant 2010 prices (millions of US dollars);21,566
Dem. Rep. of the Congo;2015;GDP in constant 2010 prices (millions of US dollars);31,338
Dem. Rep. of the Congo;2016;GDP in constant 2010 prices (millions of US dollars);32,090
Dem. Rep. of the Congo;2017;GDP in constant 2010 prices (millions of US dollars);33,278
Dem. Rep. of the Congo;1985;GDP real rates of growth (percent);0.5
Dem. Rep. of the Congo;1995;GDP real rates of growth (percent);0.7
Dem. Rep. of the Congo;2005;GDP real rates of growth (percent);6.1
Dem. Rep. of the Congo;2010;GDP real rates of growth (percent);7.1
Dem. Rep. of the Congo;2015;GDP real rates of growth (percent);6.9
Dem. Rep. of the Congo;2016;GDP real rates of growth (percent);2.4
Dem. Rep. of the Congo;2017;GDP real rates of growth (percent);3.7
Denmark;1985;GDP in current prices (millions of US dollars);62,659
Denmark;1995;GDP in current prices (millions of US dollars);185,008
Denmark;2005;GDP in current prices (millions of US dollars);264,467
Denmark;2010;GDP in current prices (millions of US dollars);321,995
Denmark;2015;GDP in current prices (millions of US dollars);302,673
Denmark;2016;GDP in current prices (millions of US dollars);311,988
Denmark;2017;GDP in current prices (millions of US dollars);329,866
Denmark;1985;GDP per capita (US dollars);12,252
Denmark;1995;GDP per capita (US dollars);35,356
Denmark;2005;GDP per capita (US dollars);48,779
Denmark;2010;GDP per capita (US dollars);57,967
Denmark;2015;GDP per capita (US dollars);53,206
Denmark;2016;GDP per capita (US dollars);54,621
Denmark;2017;GDP per capita (US dollars);57,533
Denmark;1985;GDP in constant 2010 prices (millions of US dollars);213,347
Denmark;1995;GDP in constant 2010 prices (millions of US dollars);257,078
Denmark;2005;GDP in constant 2010 prices (millions of US dollars);318,623
Denmark;2010;GDP in constant 2010 prices (millions of US dollars);321,995
Denmark;2015;GDP in constant 2010 prices (millions of US dollars);343,294
Denmark;2016;GDP in constant 2010 prices (millions of US dollars);351,532
Denmark;2017;GDP in constant 2010 prices (millions of US dollars);359,485
Denmark;1985;GDP real rates of growth (percent);4.0
Denmark;1995;GDP real rates of growth (percent);3.0
Denmark;2005;GDP real rates of growth (percent);2.3
Denmark;2010;GDP real rates of growth (percent);1.9
Denmark;2015;GDP real rates of growth (percent);2.3
Denmark;2016;GDP real rates of growth (percent);2.4
Denmark;2017;GDP real rates of growth (percent);2.3
Djibouti;1985;GDP in current prices (millions of US dollars);360
Djibouti;1995;GDP in current prices (millions of US dollars);497
Djibouti;2005;GDP in current prices (millions of US dollars);674
Djibouti;2010;GDP in current prices (millions of US dollars);1,015
Djibouti;2015;GDP in current prices (millions of US dollars);1,634
Djibouti;2016;GDP in current prices (millions of US dollars);1,764
Djibouti;2017;GDP in current prices (millions of US dollars);1,845
Djibouti;1985;GDP per capita (US dollars);846
Djibouti;1995;GDP per capita (US dollars);788
Djibouti;2005;GDP per capita (US dollars);861
Djibouti;2010;GDP per capita (US dollars);1,192
Djibouti;2015;GDP per capita (US dollars);1,762
Djibouti;2016;GDP per capita (US dollars);1,872
Djibouti;2017;GDP per capita (US dollars);1,928
Djibouti;1985;GDP in constant 2010 prices (millions of US dollars);551
Djibouti;1995;GDP in constant 2010 prices (millions of US dollars);632
Djibouti;2005;GDP in constant 2010 prices (millions of US dollars);748
Djibouti;2010;GDP in constant 2010 prices (millions of US dollars);1,015
Djibouti;2015;GDP in constant 2010 prices (millions of US dollars);1,394
Djibouti;2016;GDP in constant 2010 prices (millions of US dollars);1,516
Djibouti;2017;GDP in constant 2010 prices (millions of US dollars);1,578
Djibouti;1985;GDP real rates of growth (percent);-0.2
Djibouti;1995;GDP real rates of growth (percent);5.6
Djibouti;2005;GDP real rates of growth (percent);3.2
Djibouti;2010;GDP real rates of growth (percent);3.5
Djibouti;2015;GDP real rates of growth (percent);9.7
Djibouti;2016;GDP real rates of growth (percent);8.7
Djibouti;2017;GDP real rates of growth (percent);4.1
Dominica;1985;GDP in current prices (millions of US dollars);117
Dominica;1995;GDP in current prices (millions of US dollars);260
Dominica;2005;GDP in current prices (millions of US dollars);370
Dominica;2010;GDP in current prices (millions of US dollars);494
Dominica;2015;GDP in current prices (millions of US dollars);541
Dominica;2016;GDP in current prices (millions of US dollars);575
Dominica;2017;GDP in current prices (millions of US dollars);497
Dominica;1985;GDP per capita (US dollars);1,586
Dominica;1995;GDP per capita (US dollars);3,639
Dominica;2005;GDP per capita (US dollars);5,245
Dominica;2010;GDP per capita (US dollars);6,912
Dominica;2015;GDP per capita (US dollars);7,392
Dominica;2016;GDP per capita (US dollars);7,825
Dominica;2017;GDP per capita (US dollars);6,719
Dominica;1985;GDP in constant 2010 prices (millions of US dollars);243
Dominica;1995;GDP in constant 2010 prices (millions of US dollars);344
Dominica;2005;GDP in constant 2010 prices (millions of US dollars);413
Dominica;2010;GDP in constant 2010 prices (millions of US dollars);494
Dominica;2015;GDP in constant 2010 prices (millions of US dollars);495
Dominica;2016;GDP in constant 2010 prices (millions of US dollars);507
Dominica;2017;GDP in constant 2010 prices (millions of US dollars);459
Dominica;1985;GDP real rates of growth (percent);1.3
Dominica;1995;GDP real rates of growth (percent);2.0
Dominica;2005;GDP real rates of growth (percent);-0.3
Dominica;2010;GDP real rates of growth (percent);1.2
Dominica;2015;GDP real rates of growth (percent);-2.6
Dominica;2016;GDP real rates of growth (percent);2.5
Dominica;2017;GDP real rates of growth (percent);-9.5
Dominican Republic;1985;GDP in current prices (millions of US dollars);5,618
Dominican Republic;1995;GDP in current prices (millions of US dollars);15,747
Dominican Republic;2005;GDP in current prices (millions of US dollars);35,510
Dominican Republic;2010;GDP in current prices (millions of US dollars);53,160
Dominican Republic;2015;GDP in current prices (millions of US dollars);68,802
Dominican Republic;2016;GDP in current prices (millions of US dollars);72,343
Dominican Republic;2017;GDP in current prices (millions of US dollars);75,932
Dominican Republic;1985;GDP per capita (US dollars);866
Dominican Republic;1995;GDP per capita (US dollars);1,995
Dominican Republic;2005;GDP per capita (US dollars);3,844
Dominican Republic;2010;GDP per capita (US dollars);5,371
Dominican Republic;2015;GDP per capita (US dollars);6,535
Dominican Republic;2016;GDP per capita (US dollars);6,794
Dominican Republic;2017;GDP per capita (US dollars);7,052
Dominican Republic;1985;GDP in constant 2010 prices (millions of US dollars);15,876
Dominican Republic;1995;GDP in constant 2010 prices (millions of US dollars);23,630
Dominican Republic;2005;GDP in constant 2010 prices (millions of US dollars);39,230
Dominican Republic;2010;GDP in constant 2010 prices (millions of US dollars);53,160
Dominican Republic;2015;GDP in constant 2010 prices (millions of US dollars);68,042
Dominican Republic;2016;GDP in constant 2010 prices (millions of US dollars);72,541
Dominican Republic;2017;GDP in constant 2010 prices (millions of US dollars);75,843
Dominican Republic;1985;GDP real rates of growth (percent);-2.1
Dominican Republic;1995;GDP real rates of growth (percent);5.5
Dominican Republic;2005;GDP real rates of growth (percent);9.3
Dominican Republic;2010;GDP real rates of growth (percent);8.3
Dominican Republic;2015;GDP real rates of growth (percent);7.0
Dominican Republic;2016;GDP real rates of growth (percent);6.6
Dominican Republic;2017;GDP real rates of growth (percent);4.6
Ecuador;1985;GDP in current prices (millions of US dollars);17,141
Ecuador;1995;GDP in current prices (millions of US dollars);24,421
Ecuador;2005;GDP in current prices (millions of US dollars);41,507
Ecuador;2010;GDP in current prices (millions of US dollars);69,555
Ecuador;2015;GDP in current prices (millions of US dollars);99,290
Ecuador;2016;GDP in current prices (millions of US dollars);98,614
Ecuador;2017;GDP in current prices (millions of US dollars);104,296
Ecuador;1985;GDP per capita (US dollars);1,895
Ecuador;1995;GDP per capita (US dollars);2,135
Ecuador;2005;GDP per capita (US dollars);3,022
Ecuador;2010;GDP per capita (US dollars);4,657
Ecuador;2015;GDP per capita (US dollars);6,150
Ecuador;2016;GDP per capita (US dollars);6,019
Ecuador;2017;GDP per capita (US dollars);6,273
Ecuador;1985;GDP in constant 2010 prices (millions of US dollars);33,225
Ecuador;1995;GDP in constant 2010 prices (millions of US dollars);44,018
Ecuador;2005;GDP in constant 2010 prices (millions of US dollars);58,876
Ecuador;2010;GDP in constant 2010 prices (millions of US dollars);69,555
Ecuador;2015;GDP in constant 2010 prices (millions of US dollars);86,419
Ecuador;2016;GDP in constant 2010 prices (millions of US dollars);85,057
Ecuador;2017;GDP in constant 2010 prices (millions of US dollars);87,606
Ecuador;1985;GDP real rates of growth (percent);3.9
Ecuador;1995;GDP real rates of growth (percent);2.3
Ecuador;2005;GDP real rates of growth (percent);5.3
Ecuador;2010;GDP real rates of growth (percent);3.5
Ecuador;2015;GDP real rates of growth (percent);0.1
Ecuador;2016;GDP real rates of growth (percent);-1.6
Ecuador;2017;GDP real rates of growth (percent);3.0
Egypt;1985;GDP in current prices (millions of US dollars);23,801
Egypt;1995;GDP in current prices (millions of US dollars);65,758
Egypt;2005;GDP in current prices (millions of US dollars);94,456
Egypt;2010;GDP in current prices (millions of US dollars);214,630
Egypt;2015;GDP in current prices (millions of US dollars);317,745
Egypt;2016;GDP in current prices (millions of US dollars);270,255
Egypt;2017;GDP in current prices (millions of US dollars);195,136
Egypt;1985;GDP per capita (US dollars);474
Egypt;1995;GDP per capita (US dollars);1,032
Egypt;2005;GDP per capita (US dollars);1,230
Egypt;2010;GDP per capita (US dollars);2,552
Egypt;2015;GDP per capita (US dollars);3,388
Egypt;2016;GDP per capita (US dollars);2,824
Egypt;2017;GDP per capita (US dollars);2,000
Egypt;1985;GDP in constant 2010 prices (millions of US dollars);63,151
Egypt;1995;GDP in constant 2010 prices (millions of US dollars);102,915
Egypt;2005;GDP in constant 2010 prices (millions of US dollars);159,056
Egypt;2010;GDP in constant 2010 prices (millions of US dollars);214,630
Egypt;2015;GDP in constant 2010 prices (millions of US dollars);245,076
Egypt;2016;GDP in constant 2010 prices (millions of US dollars);255,728
Egypt;2017;GDP in constant 2010 prices (millions of US dollars);266,421
Egypt;1985;GDP real rates of growth (percent);6.8
Egypt;1995;GDP real rates of growth (percent);4.6
Egypt;2005;GDP real rates of growth (percent);4.5
Egypt;2010;GDP real rates of growth (percent);5.1
Egypt;2015;GDP real rates of growth (percent);4.4
Egypt;2016;GDP real rates of growth (percent);4.3
Egypt;2017;GDP real rates of growth (percent);4.2
El Salvador;1985;GDP in current prices (millions of US dollars);5,183
El Salvador;1995;GDP in current prices (millions of US dollars);8,922
El Salvador;2005;GDP in current prices (millions of US dollars);14,698
El Salvador;2010;GDP in current prices (millions of US dollars);18,448
El Salvador;2015;GDP in current prices (millions of US dollars);23,166
El Salvador;2016;GDP in current prices (millions of US dollars);23,912
El Salvador;2017;GDP in current prices (millions of US dollars);24,805
El Salvador;1985;GDP per capita (US dollars);1,053
El Salvador;1995;GDP per capita (US dollars);1,590
El Salvador;2005;GDP per capita (US dollars);2,438
El Salvador;2010;GDP per capita (US dollars);2,993
El Salvador;2015;GDP per capita (US dollars);3,670
El Salvador;2016;GDP per capita (US dollars);3,769
El Salvador;2017;GDP per capita (US dollars);3,889
El Salvador;1985;GDP in constant 2010 prices (millions of US dollars);8,894
El Salvador;1995;GDP in constant 2010 prices (millions of US dollars);13,169
El Salvador;2005;GDP in constant 2010 prices (millions of US dollars);17,193
El Salvador;2010;GDP in constant 2010 prices (millions of US dollars);18,448
El Salvador;2015;GDP in constant 2010 prices (millions of US dollars);20,318
El Salvador;2016;GDP in constant 2010 prices (millions of US dollars);20,842
El Salvador;2017;GDP in constant 2010 prices (millions of US dollars);21,325
El Salvador;1985;GDP real rates of growth (percent);2.0
El Salvador;1995;GDP real rates of growth (percent);6.4
El Salvador;2005;GDP real rates of growth (percent);3.6
El Salvador;2010;GDP real rates of growth (percent);1.4
El Salvador;2015;GDP real rates of growth (percent);2.4
El Salvador;2016;GDP real rates of growth (percent);2.6
El Salvador;2017;GDP real rates of growth (percent);2.3
Equatorial Guinea;1985;GDP in current prices (millions of US dollars);88
Equatorial Guinea;1995;GDP in current prices (millions of US dollars);215
Equatorial Guinea;2005;GDP in current prices (millions of US dollars);8,520
Equatorial Guinea;2010;GDP in current prices (millions of US dollars);16,299
Equatorial Guinea;2015;GDP in current prices (millions of US dollars);13,176
Equatorial Guinea;2016;GDP in current prices (millions of US dollars);11,253
Equatorial Guinea;2017;GDP in current prices (millions of US dollars);12,487
Equatorial Guinea;1985;GDP per capita (US dollars);246
Equatorial Guinea;1995;GDP per capita (US dollars);427
Equatorial Guinea;2005;GDP per capita (US dollars);11,250
Equatorial Guinea;2010;GDP per capita (US dollars);17,136
Equatorial Guinea;2015;GDP per capita (US dollars);11,209
Equatorial Guinea;2016;GDP per capita (US dollars);9,213
Equatorial Guinea;2017;GDP per capita (US dollars);9,850
Equatorial Guinea;1985;GDP in constant 2010 prices (millions of US dollars);574
Equatorial Guinea;1995;GDP in constant 2010 prices (millions of US dollars);926
Equatorial Guinea;2005;GDP in constant 2010 prices (millions of US dollars);12,349
Equatorial Guinea;2010;GDP in constant 2010 prices (millions of US dollars);16,299
Equatorial Guinea;2015;GDP in constant 2010 prices (millions of US dollars);16,457
Equatorial Guinea;2016;GDP in constant 2010 prices (millions of US dollars);15,046
Equatorial Guinea;2017;GDP in constant 2010 prices (millions of US dollars);14,561
Equatorial Guinea;1985;GDP real rates of growth (percent);12.9
Equatorial Guinea;1995;GDP real rates of growth (percent);11.7
Equatorial Guinea;2005;GDP real rates of growth (percent);8.9
Equatorial Guinea;2010;GDP real rates of growth (percent);-8.9
Equatorial Guinea;2015;GDP real rates of growth (percent);-9.1
Equatorial Guinea;2016;GDP real rates of growth (percent);-8.6
Equatorial Guinea;2017;GDP real rates of growth (percent);-3.2
Eritrea;1995;GDP in current prices (millions of US dollars);640
Eritrea;2005;GDP in current prices (millions of US dollars);1,098
Eritrea;2010;GDP in current prices (millions of US dollars);2,117
Eritrea;2015;GDP in current prices (millions of US dollars);4,442
Eritrea;2016;GDP in current prices (millions of US dollars);5,005
Eritrea;2017;GDP in current prices (millions of US dollars);5,813
Eritrea;1995;GDP per capita (US dollars);207
Eritrea;2005;GDP per capita (US dollars);277
Eritrea;2010;GDP per capita (US dollars);482
Eritrea;2015;GDP per capita (US dollars);916
Eritrea;2016;GDP per capita (US dollars);1,010
Eritrea;2017;GDP per capita (US dollars);1,147
Eritrea;1995;GDP in constant 2010 prices (millions of US dollars);1,844
Eritrea;2005;GDP in constant 2010 prices (millions of US dollars);2,201
Eritrea;2010;GDP in constant 2010 prices (millions of US dollars);2,117
Eritrea;2015;GDP in constant 2010 prices (millions of US dollars);2,719
Eritrea;2016;GDP in constant 2010 prices (millions of US dollars);2,770
Eritrea;2017;GDP in constant 2010 prices (millions of US dollars);2,909
Eritrea;1995;GDP real rates of growth (percent);20.9
Eritrea;2005;GDP real rates of growth (percent);1.5
Eritrea;2010;GDP real rates of growth (percent);2.2
Eritrea;2015;GDP real rates of growth (percent);2.6
Eritrea;2016;GDP real rates of growth (percent);1.9
Eritrea;2017;GDP real rates of growth (percent);5.0
Estonia;1995;GDP in current prices (millions of US dollars);4,423
Estonia;2005;GDP in current prices (millions of US dollars);14,003
Estonia;2010;GDP in current prices (millions of US dollars);19,503
Estonia;2015;GDP in current prices (millions of US dollars);22,567
Estonia;2016;GDP in current prices (millions of US dollars);23,338
Estonia;2017;GDP in current prices (millions of US dollars);25,921
Estonia;1995;GDP per capita (US dollars);3,086
Estonia;2005;GDP per capita (US dollars);10,330
Estonia;2010;GDP per capita (US dollars);14,640
Estonia;2015;GDP per capita (US dollars);17,157
Estonia;2016;GDP per capita (US dollars);17,782
Estonia;2017;GDP per capita (US dollars);19,793
Estonia;1995;GDP in constant 2010 prices (millions of US dollars);10,494
Estonia;2005;GDP in constant 2010 prices (millions of US dollars);19,902
Estonia;2010;GDP in constant 2010 prices (millions of US dollars);19,503
Estonia;2015;GDP in constant 2010 prices (millions of US dollars);23,341
Estonia;2016;GDP in constant 2010 prices (millions of US dollars);23,823
Estonia;2017;GDP in constant 2010 prices (millions of US dollars);24,979
Estonia;1995;GDP real rates of growth (percent);4.3
Estonia;2005;GDP real rates of growth (percent);9.6
Estonia;2010;GDP real rates of growth (percent);2.3
Estonia;2015;GDP real rates of growth (percent);1.7
Estonia;2016;GDP real rates of growth (percent);2.1
Estonia;2017;GDP real rates of growth (percent);4.9
Eswatini;1985;GDP in current prices (millions of US dollars);539
Eswatini;1995;GDP in current prices (millions of US dollars);1,902
Eswatini;2005;GDP in current prices (millions of US dollars);3,178
Eswatini;2010;GDP in current prices (millions of US dollars);4,439
Eswatini;2015;GDP in current prices (millions of US dollars);4,020
Eswatini;2016;GDP in current prices (millions of US dollars);3,721
Eswatini;2017;GDP in current prices (millions of US dollars);4,409
Eswatini;1985;GDP per capita (US dollars);764
Eswatini;1995;GDP per capita (US dollars);1,979
Eswatini;2005;GDP per capita (US dollars);2,874
Eswatini;2010;GDP per capita (US dollars);3,690
Eswatini;2015;GDP per capita (US dollars);3,048
Eswatini;2016;GDP per capita (US dollars);2,770
Eswatini;2017;GDP per capita (US dollars);3,224
Eswatini;1985;GDP in constant 2010 prices (millions of US dollars);1,427
Eswatini;1995;GDP in constant 2010 prices (millions of US dollars);2,799
Eswatini;2005;GDP in constant 2010 prices (millions of US dollars);3,773
Eswatini;2010;GDP in constant 2010 prices (millions of US dollars);4,439
Eswatini;2015;GDP in constant 2010 prices (millions of US dollars);5,176
Eswatini;2016;GDP in constant 2010 prices (millions of US dollars);5,246
Eswatini;2017;GDP in constant 2010 prices (millions of US dollars);5,351
Eswatini;1985;GDP real rates of growth (percent);1.9
Eswatini;1995;GDP real rates of growth (percent);4.8
Eswatini;2005;GDP real rates of growth (percent);6.0
Eswatini;2010;GDP real rates of growth (percent);3.8
Eswatini;2015;GDP real rates of growth (percent);0.4
Eswatini;2016;GDP real rates of growth (percent);1.4
Eswatini;2017;GDP real rates of growth (percent);2.0
Ethiopia;1995;GDP in current prices (millions of US dollars);7,587
Ethiopia;2005;GDP in current prices (millions of US dollars);12,164
Ethiopia;2010;GDP in current prices (millions of US dollars);26,311
Ethiopia;2015;GDP in current prices (millions of US dollars);63,079
Ethiopia;2016;GDP in current prices (millions of US dollars);70,314
Ethiopia;2017;GDP in current prices (millions of US dollars);75,605
Ethiopia;1995;GDP per capita (US dollars);132
Ethiopia;2005;GDP per capita (US dollars);159
Ethiopia;2010;GDP per capita (US dollars);300
Ethiopia;2015;GDP per capita (US dollars);632
Ethiopia;2016;GDP per capita (US dollars);687
Ethiopia;2017;GDP per capita (US dollars);720
Ethiopia;1995;GDP in constant 2010 prices (millions of US dollars);9,196
Ethiopia;2005;GDP in constant 2010 prices (millions of US dollars);15,699
Ethiopia;2010;GDP in constant 2010 prices (millions of US dollars);26,311
Ethiopia;2015;GDP in constant 2010 prices (millions of US dollars);43,538
Ethiopia;2016;GDP in constant 2010 prices (millions of US dollars);46,831
Ethiopia;2017;GDP in constant 2010 prices (millions of US dollars);52,035
Ethiopia;1995;GDP real rates of growth (percent);6.1
Ethiopia;2005;GDP real rates of growth (percent);11.8
Ethiopia;2010;GDP real rates of growth (percent);12.6
Ethiopia;2015;GDP real rates of growth (percent);10.4
Ethiopia;2016;GDP real rates of growth (percent);7.6
Ethiopia;2017;GDP real rates of growth (percent);11.1
Fiji;1985;GDP in current prices (millions of US dollars);1,143
Fiji;1995;GDP in current prices (millions of US dollars);1,993
Fiji;2005;GDP in current prices (millions of US dollars);2,980
Fiji;2010;GDP in current prices (millions of US dollars);3,140
Fiji;2015;GDP in current prices (millions of US dollars);4,362
Fiji;2016;GDP in current prices (millions of US dollars);4,575
Fiji;2017;GDP in current prices (millions of US dollars);4,874
Fiji;1985;GDP per capita (US dollars);1,605
Fiji;1995;GDP per capita (US dollars);2,570
Fiji;2005;GDP per capita (US dollars);3,627
Fiji;2010;GDP per capita (US dollars);3,652
Fiji;2015;GDP per capita (US dollars);4,890
Fiji;2016;GDP per capita (US dollars);5,090
Fiji;2017;GDP per capita (US dollars);5,382
Fiji;1985;GDP in constant 2010 prices (millions of US dollars);1,753
Fiji;1995;GDP in constant 2010 prices (millions of US dollars);2,423
Fiji;2005;GDP in constant 2010 prices (millions of US dollars);3,033
Fiji;2010;GDP in constant 2010 prices (millions of US dollars);3,140
Fiji;2015;GDP in constant 2010 prices (millions of US dollars);3,756
Fiji;2016;GDP in constant 2010 prices (millions of US dollars);3,781
Fiji;2017;GDP in constant 2010 prices (millions of US dollars);3,895
Fiji;1985;GDP real rates of growth (percent);-3.9
Fiji;1995;GDP real rates of growth (percent);2.5
Fiji;2005;GDP real rates of growth (percent);0.7
Fiji;2010;GDP real rates of growth (percent);3.0
Fiji;2015;GDP real rates of growth (percent);3.8
Fiji;2016;GDP real rates of growth (percent);0.7
Fiji;2017;GDP real rates of growth (percent);3.0
Finland;1985;GDP in current prices (millions of US dollars);55,914
Finland;1995;GDP in current prices (millions of US dollars);134,196
Finland;2005;GDP in current prices (millions of US dollars);204,431
Finland;2010;GDP in current prices (millions of US dollars);247,800
Finland;2015;GDP in current prices (millions of US dollars);232,465
Finland;2016;GDP in current prices (millions of US dollars);239,052
Finland;2017;GDP in current prices (millions of US dollars);252,247
Finland;1985;GDP per capita (US dollars);11,385
Finland;1995;GDP per capita (US dollars);26,215
Finland;2005;GDP per capita (US dollars);38,873
Finland;2010;GDP per capita (US dollars);46,181
Finland;2015;GDP per capita (US dollars);42,405
Finland;2016;GDP per capita (US dollars);43,439
Finland;2017;GDP per capita (US dollars);45,670
Finland;1985;GDP in constant 2010 prices (millions of US dollars);141,128
Finland;1995;GDP in constant 2010 prices (millions of US dollars);163,434
Finland;2005;GDP in constant 2010 prices (millions of US dollars);237,928
Finland;2010;GDP in constant 2010 prices (millions of US dollars);247,800
Finland;2015;GDP in constant 2010 prices (millions of US dollars);247,409
Finland;2016;GDP in constant 2010 prices (millions of US dollars);253,539
Finland;2017;GDP in constant 2010 prices (millions of US dollars);260,631
Finland;1985;GDP real rates of growth (percent);3.5
Finland;1995;GDP real rates of growth (percent);4.2
Finland;2005;GDP real rates of growth (percent);2.8
Finland;2010;GDP real rates of growth (percent);3.0
Finland;2015;GDP real rates of growth (percent);0.1
Finland;2016;GDP real rates of growth (percent);2.5
Finland;2017;GDP real rates of growth (percent);2.8
France;1985;GDP in current prices (millions of US dollars);553,143
France;1995;GDP in current prices (millions of US dollars);1,600,997
France;2005;GDP in current prices (millions of US dollars);2,196,071
France;2010;GDP in current prices (millions of US dollars);2,642,610
France;2015;GDP in current prices (millions of US dollars);2,438,208
France;2016;GDP in current prices (millions of US dollars);2,465,134
France;2017;GDP in current prices (millions of US dollars);2,582,492
France;1985;GDP per capita (US dollars);9,737
France;1995;GDP per capita (US dollars);26,707
France;2005;GDP per capita (US dollars);34,724
France;2010;GDP per capita (US dollars);40,565
France;2015;GDP per capita (US dollars);36,574
France;2016;GDP per capita (US dollars);36,822
France;2017;GDP per capita (US dollars);38,415
France;1985;GDP in constant 2010 prices (millions of US dollars);1,604,225
